lab       NUDT16L1  MDM1      TRIM27    ENPP4     AKR1B10   SDPR      AKR1C3    C17orf104 ICAM1     MBP       PALM      CRYAB     KRT14     NES       ARHGEF6   C1orf144  GSTM3     RECQL4    EGFL7     ZNF185    CTSZ      CLEC3B    APBB1IP
EML2      MYO7B     CLIC6     SIKE1     SNRNP70   NUDT5     HEBP2     NT5C      CCNB1     CFL2      BCL10     CCDC85C   GUCY2D    CPEB2     TTDN1     PEMT      CLIC1     GINS3     AMOTL2    MEGF9     RANGRF    AIMP1     YAP1      GRB7
   772.284   783.384   476.522  3413.250 13610.200  9317.460  5971.480  9640.390   629.181  8401.530  6557.470  2500.050   435.387   606.372    91.246   340.405 25997.100  6498.480  3133.730  1792.070   625.012 13253.100 16555.300    85.928
   632.158   643.232   395.544  2983.110 11675.900  8324.340  5018.990  7184.340   519.006  7522.930  5714.790  2243.990   353.503   488.409    70.452   257.728 19416.500  5736.480  2690.200  1559.610   468.163 11313.700 14062.200    73.628
   500.630   525.453   299.319  2309.650  9493.960  6870.000  3856.660  6341.280   406.646  6080.780  4375.940  1707.570   292.584   378.073    59.213   214.607 15823.200  4498.830  2094.300  1194.450   393.607  9110.080 11473.800    54.024
   405.996   395.878   263.894  1827.520  6861.900  4549.270  3264.850  4560.880   338.758  4266.520  3598.750  1376.730   220.395   334.264    46.010   175.127 13776.400  3477.230  1703.110   992.257   319.709  6925.590  8530.970    50.229
BPHL      NEB       FAM100A   FBXL20    PTTG1IP   FECH      DNAH1     MIS18A    C9orf40   YWHAQ     SIKE1     EPHX4     ASPM      INADL     CTSB      EXOSC8    MAF1      SCD5      ZNF259    LGALS1    HN1       PFDN6     EBP       FILIP1L
  1289.910  2421.400  1093.720   520.453  2294.400  5389.920   898.678  1018.860  1161.920 35586.900   280.017  1035.400   302.458  1320.640 28257.800  4391.410   864.535  1073.440  9558.370132768.000  6629.580  8746.640   704.849 11612.200
  1065.510  2076.010   964.798   425.176  2071.530  4481.530   763.378   859.929  1021.260 25982.700   247.254   869.153   229.503   997.071 20689.500  3733.460   716.550   923.752  8058.280 93399.500  5632.470  7102.610   586.562  9983.240
   899.540  1598.400   685.153   349.717  1596.500  3579.270   619.805   674.570   778.767 21507.200   199.981   672.055   191.126   849.704 18321.800  3249.960   565.501   724.603  6512.270 77695.600  4423.870  5763.580   487.439  7804.710
   639.973  1343.030   661.178   268.837  1260.570  2890.970   469.596   556.996   653.668 18910.000   146.253   578.912   158.420   674.056 13859.200  2094.590   474.674   589.699  5089.380 71364.600  3658.620  4688.990   364.694  6451.120
YARS      SDR39U1   LSM2      C15orf40  RABL5     RERG      SLC30A7   POLR2J    ZFYVE16   BID       C17orf63  BIRC5     DBI       RBCK1     DNLZ      C1orf123  TAF9      SEMA3C    HIST1H2BA DUT       UBR2      SUCLG1    CUEDC2    SMAP2
 34852.200  1015.610  8370.290  1044.800  5637.300   747.757    84.538  2607.750  4960.410  1344.160   714.497  1086.960  8362.320  7121.940   268.221  6158.930  3315.910  8857.170   333.059 10068.500  1476.000 11747.000  7263.400  2691.200
 30329.000   785.945  7359.900   866.750  4650.080   646.597    53.949  2245.530  4191.100  1102.760   614.949   906.813  6702.640  6011.310   186.113  5307.840  2879.620  7260.860   276.384  8734.040  1091.520 10367.100  6139.840  2434.890
 25437.300   686.755  6602.500   708.445  3872.260   504.108    49.218  1779.370  3252.830   888.166   520.818   726.668  5384.140  4740.250   166.999  4271.310  2213.200  6196.300   223.648  6817.420   988.450  9193.110  4952.480  2276.680
 17595.900   503.017  3793.890   555.323  2931.030   418.093    42.376  1430.560  2803.300   731.168   359.391   593.832  4599.320  3965.740   134.358  3334.640  1897.710  4500.570   180.819  5663.130   715.810  5490.400  3948.120  1127.660
LGR4      ATP2B4    C11orf68  FBXL8     WDR77     SUPT4H1   PLSCR4    WDR83     C18orf32  SCARF2    TTC1      SLC38A9   SNX16     CIAO1     FGFR1OP   EPS8L2    UCHL3     HAUS7     TRAFD1    ZBTB43    OLFML2A   VKORC1    TUBB4     LRP8
   169.442 14774.800  3241.220   370.934  4666.200   840.793    81.567   164.971   600.063   484.303 10335.400   147.901  2677.190  3316.130  5170.300  6911.630  7256.970   895.710  1625.560   548.569   202.843   521.495 89052.100  1285.150
   235.667 12782.600  2746.740   301.363  3973.190   719.530    61.046   141.824   521.581   378.483  8919.750   109.861  2274.810  2878.240  4356.590  5638.980  6262.880   776.447  1438.340   441.494   148.626   415.868 69503.900  1041.030
   168.446 10963.000  2207.000   232.191  3248.390   553.523    44.723   106.251   412.580   306.512  7397.020    95.556  1777.520  2178.630  3576.570  4620.820  5001.390   597.810  1209.660   373.109   136.405   341.815 57412.600   845.168
   100.737  7350.520  1773.090   214.733  2496.160   484.092    50.195    98.180   335.061   268.592  5440.650    76.418  1527.950  1958.130  2791.040  3767.870  4037.460   520.443   840.915   289.760    99.147   286.660 48904.200   715.236
F11R      MDM4      N6AMT2    CCDC104   IFIT3     DBN1      RAC3      MAT2B     RNASEH2C  RPP14     RHOC      PFDN1     ITPA      MSRA      ARGLU1    HNRNPA1   VBP1      WIPI2     NMI       UGDH      TMEM173   UBXN2B    KCMF1     SERBP1
  1828.470    67.516  1187.910  2069.620  9901.730   152.107  6945.950  4950.390  4942.650   385.825 12907.200  4595.700 11094.000  1724.180   410.074 38205.700  9937.140   232.001  6821.380 18144.000   689.480  2165.200  1264.220   198.719
  1587.400    61.574  1041.510  1778.150  8291.970   143.308  6087.100  4592.350  4183.360   316.591 10106.500  4042.020 10024.800  1723.040   307.556 30022.500  8780.050   190.024  6181.410 16259.800   576.995  1799.670  1060.750   146.831
  1263.970    50.337   775.776  1414.040  6745.620   118.907  5148.360  3716.690  3316.550   264.554  8629.550  3501.520  8298.380  1329.030   273.256 26104.300  7460.800   152.488  5038.860 12923.500   458.479  1465.890   929.918   131.807
  1027.810    36.304   721.058  1169.400  5470.930    79.488  3604.900  2693.610  2816.550   207.521  6847.880  2310.140  5915.380   992.646   210.124 19879.900  5157.240   132.031  3732.660 10288.100   396.273  1210.390   639.775   101.541
BACH1     MYH9      MED20     VGLL4     GCLM      ASPH      HSCB      EPB41L1   CHCHD6    GSTM1     RCC2      SORBS3    TBL1XR1   AK4       FKBP11    RNF181    SNX18     TUBA1B    UFSP1     NUTF2     SGTA      YWHAE     NIT2      PPIH
  1640.040  1165.530  2380.780  2908.080  4811.310 28798.800  6193.940  8149.210  2558.590  6901.590 11123.200  8857.470  4701.310  5147.820  2929.110  2391.780  5045.990 75574.700   127.980 12413.200 14904.800 44267.600  9761.070 12169.200
  1530.420   858.373  2316.010  2892.140  4273.090 24598.800  5063.980  7089.010  2052.020  5971.010 10327.000  7958.370  4158.450  3996.690  2646.290  2093.080  4448.180 49842.800    99.324 10284.500 13129.700 32857.600  8372.520 10451.900
  1151.720   907.528  2046.820  2573.180  3337.060 20036.700  4193.860  5742.680  1789.270  4769.870  8952.040  6421.740  3367.880  3867.720  2569.760  1640.060  3479.120 44595.400    80.136  8227.000 11235.900 27771.900  6713.370  8888.580
   989.490   459.479  1126.150  1346.180  2801.710 16076.400  3424.870  4574.110  1332.930  3948.300  5582.550  4975.020  2637.890  2331.700  1210.750  1401.600  2961.190 40527.700    74.161  7181.600  7800.470 24603.700  5601.870  6476.740
PSME1     NDUFAF3   HDAC9     ETFDH     C1orf174  RGMB      CCDC25    CASP1     TXNRD2    PSMB10    SUGT1     CENPM     RECK      NXN       GBP1      CLTB      ZFAND6    FAM83G    UNC119B   C16orf61  C6orf125  BAG3      EYA4      GGA3
 31608.900  2863.060  1224.990  5658.840  1802.270   444.611  7587.060  3638.250  3672.530  2405.980  1349.770   232.794  2333.800    73.670  8175.620 10758.000  1808.540   902.506  3497.250  2027.220  3355.830    83.752   168.890  3172.750
 24486.500  2374.270  1062.110  4930.370  1710.520   375.814  6608.700  3119.750  3528.140  2058.000  1159.360   160.022  2080.440    59.597  6955.690  9484.460  1515.860   604.786  3043.210  1687.010  2806.660    64.825   140.101  2647.060
 21349.400  1968.040   889.904  4331.990  1645.180   284.589  5243.430  2462.930  2944.180  1648.750   957.713   151.643  1618.640    47.661  5661.740  7905.280  1291.650   548.053  2500.300  1379.100  2255.220    50.257   112.649  2579.050
 16784.700  1592.890   665.132  2868.450   745.725   273.961  4427.200  2141.740  1962.330  1393.300   752.496   116.303  1393.400    43.276  4665.410  5911.220   977.493   480.868  1964.490  1158.770  1957.820    51.328    98.673  1401.520
FBLIM1    AK1       CHCHD8    SAV1      MSI2      SUMO3     CCS       ZNF395    MYH9      RBBP4     CUTC      ATXN3     PDGFC     CDC42EP4  SRP9      SPA17     KRT80     MUTED     YTHDF2    GNB2      HSPB11    HIST1H1E  MED28     NOS1AP
 11441.000  8692.950   729.744   784.910  2805.950  4323.200  5309.620   484.986184642.000  1879.350   505.440  2324.440  2090.730  3517.940  9261.090   562.543 12050.900  2852.740  5886.810  3016.140   610.878 15983.700  1626.620   589.794
  9603.930  7239.660   601.610   649.577  2335.780  3634.650  4595.990   438.091140685.000  1445.500   424.475  1942.460  1870.310  2956.960  8200.000   450.888 10374.000  2387.320  5052.180  2574.960   509.261  7743.060  1438.340   442.795
  7757.590  6452.310   474.175   531.588  1852.790  2980.500  3793.770   328.779119793.000  1285.950   348.677  1556.340  1831.550  2360.820  7090.810   374.112  8462.240  1975.080  4719.870  2114.340   397.313  7839.280  1115.170   414.495
  6640.290  4448.860   436.784   449.978  1666.260  2466.130  2992.600   303.986103362.000   995.525   289.704  1373.940   889.067  2086.460  4908.610   322.764  6964.040  1634.090  2815.000  1736.930   374.271  8511.180   998.165   297.882
POLE4     LYN       ERI3      DAB2      WNT5A     FZD10     AHR       FUBP1     RBM14     TCF12     UBE2G1    CMPK1     ANXA2     CTNNBIP1  SH3BP1    SOCS6     PPM1A     ITGB4     HDC       ZFYVE19   ILKAP     THOC3     MRPS17    FZD1
   602.783  3245.150  5326.440 16123.500  1622.410   618.520  2157.220 30835.400 19066.800  1264.850  1833.660  6918.750 59577.300   140.038   933.791   239.776  5968.240  1798.380  1395.450  1421.670  6315.520  8503.380  3323.920   285.271
   500.429  2703.240  5113.950 13953.400  1447.900   530.319  1790.970 24252.200 14947.600  1031.730  1693.960  6140.700 43249.300   120.797   795.542   200.103  5162.250  1531.010  1218.210  1166.490  5831.110  7704.790  3320.680   187.800
   417.335  2379.480  4386.630 11386.400  1151.140   402.644  1483.940 20557.900 14438.900   849.157  1340.260  4888.770 37781.000    99.918   711.731   170.960  4279.550  1229.940   950.190   977.116  4884.390  6384.780  3188.960   181.861
   343.811  1727.200  2822.790  9410.150   971.874   392.273  1248.700 17609.500  9133.240   742.521  1104.880  4166.380 33563.200    81.059   488.213   134.298  3446.940  1081.760   864.592   820.028  3552.720  4879.850  1430.100   147.219
C1orf50   JAG1      POLH      NANP      NASP      CGGBP1    LATS1     GLOD4     TWSG1     KCTD5     SETD7     TNS3      TSC22D1   SET       DAZAP1    NOSIP     HDGF      N4BP1     BDH2      TRIM8     ZNRF2     RPS28     NMRAL1    PCBP2
  5003.160  1251.040   105.648   110.760  7057.020  2363.480   301.585 18420.800  1585.880   362.577  6175.130 18167.600  3785.260 22821.200  8840.610  8330.000   406.333  4350.120  4801.520   281.045   520.709  8804.000  1506.310 10529.400
  4281.960  1076.470    85.821    85.181  6005.180  2043.190   230.548 16122.100  1429.280   305.619  5277.110 16530.200  3277.740 18056.500  7216.680  7611.630   325.050  3675.810  4473.790   243.796   436.100  6482.370  1183.280  8008.810
  3521.740   894.337    74.834    74.814  4726.440  1696.510   197.465 14091.200  1116.530   254.868  4401.660 13523.900  2681.280 15319.700  6062.080  6049.040   276.582  3117.250  4050.520   196.642   372.258  5555.280  1040.570  7149.360
  2941.230   727.242    58.587    61.790  4386.180  1378.190   173.881 10020.500   988.675   211.855  3600.880 10727.600  2255.860 13263.200  5168.540  5102.830   235.098  2503.270  2446.000   171.088   298.258  5163.220   845.966  5865.470
RBPMS2    GMFB      CHMP1A    XIAP      UBE2E1    ANKRD40   TCEB1     TMEM101   C5orf22   GALE      PLAUR     RBMS1     ECI2      ORAOV1    COPR5     MAP3K7    ATRX      NUDCD2    YWHAB     PALLD     RBMS2     RCAN1     ZNF281    MED11
   694.583  9282.250   413.701  3989.500  1322.920   914.636  5852.660    97.731  3052.460  7362.380  1083.760   281.366 11894.100   141.199   985.965  6682.520  3775.480  2832.410 21881.400 20062.000  5164.970   170.100  4155.540  1437.650
   559.940  7994.780   364.031  3491.330  1101.480   863.327  5294.030    81.713  2592.020  6686.960   907.839   232.550 10402.300   125.274   777.148  5896.580  3472.390  2462.570 17742.600 17926.100  4590.170   143.275  3445.910  1227.900
   465.028  6457.890   283.926  2870.490   936.636   688.318  5055.540    69.762  2146.570  5873.670   738.397   190.241  8433.690   108.721   676.724  4705.060  2744.660  1964.570 15963.700 14742.000  3629.300   127.330  2832.610  1007.750
   415.982  5680.670   262.626  2389.880   768.243   563.547  2803.020    56.776  1835.530  4038.310   667.015   172.426  7305.200    79.426   568.461  4182.430  2377.480  1778.790 12053.500 12128.200  3271.010    94.356  2545.560   879.045
LSM3      ZNF451    HIST1H2BK UBL5      FAHD2A    NAP1L1    REXO2     NDUFAF2   GAB1      CDYL      ALDH1A2   FOXO3     CAP1      TATDN1    ASNS      GRPEL2    EHBP1L1   PNMA1     SH3BGRL   SKA1      ADK       C3orf37   TNIP1     TPM1
  2410.300   788.039 44003.000  1283.830  8705.220 26243.900  9780.660  2787.390  2018.400  1076.460  2955.680  1846.810 31937.500  5210.830 18979.500  2018.460  6646.790  1479.420  8358.860  1067.020  8709.310  1190.320  4993.640  5130.640
  2050.560   536.534 32517.600  1057.180  7821.670 19858.700  8895.290  2436.240  1723.490   943.081  2406.580  1561.720 22516.500  4734.790 16940.300  1724.720  5731.910  1253.960  7902.130   889.087  7929.740  1025.900  4392.540  4452.130
  1674.370   536.732 32350.800   898.156  6232.250 16882.500  7607.540  2031.440  1384.000   744.872  2006.070  1279.580 19894.300  3885.870 13877.200  1416.470  4683.430  1040.250  6407.640   750.933  6611.190   804.390  3590.570  3848.880
  1484.370   401.703 21880.500   761.089  5483.610 15800.100  5634.780  1673.000  1270.060   687.565  1802.280  1141.360 18783.200  3182.030 11652.700  1244.090  4117.640   903.322  5159.250   640.605  5233.190   773.524  3093.900  2975.720
DOHH      ARHGAP28  VPS33A    DTX3      MRPL42    NPC2      NUDT12    SNX5      IKBKG     EPB41L1   ACD       PHF6      CEP128    NEFL      TAF11     PRMT6     ALB       FITM2     NOVA1     GCSH      CKS1B     PAM16     ATP6V1F   IQGAP3
  2590.750   131.152  2495.600   568.728  2161.290 19929.700   645.364  6673.740  6622.130   625.280  3599.330  5131.350  3298.860 12078.700   136.310   119.375  8735.690   641.434  2237.900  3210.830   970.212  3907.010  3468.910  7226.000
  2149.300   115.056  1813.620   452.597  1908.250 15999.100   554.534  5400.850  6345.460   650.950  3078.330  4562.620  2953.650  8304.500   105.543    90.106  5386.550   524.553  2019.990  2869.880   858.599  3574.200  3008.590  6035.380
  1832.970    93.775  1684.950   393.588  1536.410 13401.800   443.793  5094.220  4947.920   483.371  2556.820  4197.810  2439.010  7293.920    87.041    85.832  5072.920   452.498  1618.160  2410.670   702.477  3638.330  2556.400  5068.000
  1543.750    81.796  1388.620   335.160  1367.420 12245.800   412.795  3526.700  4314.270   428.366  2214.430  2731.370  2030.340  7280.350    85.923    64.010  5029.210   381.710  1428.200  1941.540   606.758  1718.150  2081.590  4446.090
C15orf41  SLC25A30  UPP1      IPO13     NUDT8     YWHAH     DENR      PSMC1     MED22     UBE2F     SEMA3F    CMTM7     NSFL1C    MID1IP1   ZNF703    CAMKK2    ETFA      UBE2E3    ERGIC1    TRAF3IP2  UQCRB     NOL3      AGFG1     DGKA
   473.510   182.852  3976.840   851.000   318.791 17590.500  5825.800   460.358  1967.990  2097.600   142.820    81.255  9797.810  6023.740   943.515  2883.210 17462.600  1023.560  1894.300   171.945   272.207  1281.760  4061.730  7702.830
   432.679   125.670  3339.080   684.581   266.413 15661.500  5083.480   386.376  1668.170  1834.430   105.934    71.085  8394.420  5805.080   794.869  2663.580 15497.400   944.305  1788.820   134.884   218.304  1151.990  3726.290  7197.270
   337.856   168.964  2859.790   598.092   217.361 12798.100  4574.160   329.534  1413.570  1535.520    98.874    59.901  6871.200  4983.060   655.836  2124.120 12996.400   752.289  2045.810   117.558   179.870   904.949  3025.250  6117.240
   312.271    52.415  2392.160   505.208   203.160 11098.700  3266.750   279.217  1200.620  1292.270    80.026    49.723  6225.000  3533.000   597.491  1875.080 10767.800   666.603   611.498   104.029   174.620   856.847  2614.430  4675.560
FUK       CBFA2T2   SUMO1     PPP1R13L  CXADR     NUP50     PPP2R5E   CSRP1     SNRNP40   CRBN      RBPMS     KDELC2    AFTPH     OPTN      FLNA      TSSC1     XPOT      FBXW8     COMMD8    TUBB2A    DNAH3     NANS      BRD3      NAA50
    89.195   235.176  1879.460 18727.300  1565.120 11304.900  3193.160  7524.260  5812.540  1318.840  2587.080  7106.170  9151.940 21377.000206626.000  4472.190 10733.200  2548.460  1488.660 10108.800   469.947 12265.300  1791.490  7195.030
